Mass,SOM category,C,H,O,S,N,P
327.0971456,lipid-like,11,25,3,2,2,1
279.1479178,protein-like,11,25,4,0,2,1
343.0920602,protein-like,11,25,4,2,2,1
359.0869748,protein-like,11,25,5,2,2,1
267.1366844,protein-like,11,25,5,0,0,1
266.1609111,protein-like,11,25,6,0,1,0
375.0818894,protein-like,11,25,6,2,2,1
283.1315991,protein-like,11,25,6,0,0,1
282.1558257,unclassified,11,25,7,0,1,0
391.076804,unclassified,11,25,7,2,2,1
374.1061161,unclassified,11,25,7,2,3,0
299.1265137,unclassified,11,25,7,0,0,1
298.1507403,unclassified,11,25,8,0,1,0
407.0717187,unclassified,11,25,8,2,2,1
315.1214283,unclassified,11,25,8,0,0,1
379.0655707,unclassified,11,25,8,2,0,1
314.1456549,unclassified,11,25,9,0,1,0
391.0945621,unclassified,11,25,9,1,2,1
423.0666333,unclassified,11,25,9,2,2,1
395.0604853,unclassified,11,25,9,2,0,1
409.0956109,unclassified,11,26,10,2,2,0
425.0905256,unclassified,11,26,11,2,2,0
470.0673616,unclassified,11,26,11,2,3,1
458.0561282,unclassified,11,26,12,2,1,1
441.0854402,unclassified,11,26,12,2,2,0
486.0622762,unclassified,11,26,12,2,3,1
474.0510428,unclassified,11,26,13,2,1,1
393.1362124,unclassified,11,26,13,0,2,0
502.0571908,unclassified,11,26,13,2,3,1
298.106982,lipid-like,11,26,2,2,1,1
294.1588169,unclassified,11,26,4,0,3,1
374.1156319,unclassified,11,26,7,1,3,1
393.1006963,unclassified,11,26,9,2,2,0
297.1229664,lipid-like,11,27,1,2,2,1
441.077198,unclassified,11,27,10,2,2,1
457.0721126,unclassified,11,27,11,2,2,1
473.0670272,unclassified,11,27,12,2,2,1
489.0619418,unclassified,11,27,13,2,2,1
313.117881,lipid-like,11,27,2,2,2,1
329.1127956,lipid-like,11,27,3,2,2,1
345.1077103,unclassified,11,27,4,2,2,1
361.1026249,unclassified,11,27,5,2,2,1
344.1319369,unclassified,11,27,5,2,3,0
345.1254683,unclassified,11,27,6,1,2,1
377.0975395,unclassified,11,27,6,2,2,1
361.1203829,unclassified,11,27,7,1,2,1
393.0924541,unclassified,11,27,7,2,2,1
377.1152976,unclassified,11,27,8,1,2,1
409.0873687,unclassified,11,27,8,2,2,1
393.1102122,unclassified,11,27,9,1,2,1
425.0822834,unclassified,11,27,9,2,2,1
472.0830116,unclassified,11,28,11,2,3,1
488.0779262,unclassified,11,28,12,2,3,1
504.0728409,unclassified,11,28,13,2,3,1
294.9731699,condHC-like,11,4,10,0,0,0
322.9793179,condHC-like,11,4,10,0,2,0
338.9742325,unclassified,11,4,11,0,2,0
354.9691471,unclassified,11,4,12,0,2,0
214.9985968,condHC-like,11,4,5,0,0,0
243.0047448,condHC-like,11,4,5,0,2,0
246.9706679,condHC-like,11,4,5,1,0,0
230.9935114,condHC-like,11,4,6,0,0,0
258.9996594,condHC-like,11,4,6,0,2,0
290.9717306,condHC-like,11,4,6,1,2,0
246.988426,condHC-like,11,4,7,0,0,0
274.994574,condHC-like,11,4,7,0,2,0
306.9666452,condHC-like,11,4,7,1,2,0
262.9833406,condHC-like,11,4,8,0,0,0
290.9894886,condHC-like,11,4,8,0,2,0
278.9782553,condHC-like,11,4,9,0,0,0
306.9844033,condHC-like,11,4,9,0,2,0
211.0066733,condHC-like,11,5,1,0,2,1
309.9840689,condHC-like,11,5,10,0,1,0
337.9902169,condHC-like,11,5,10,0,3,0
325.9789835,unclassified,11,5,11,0,1,0
353.9851315,unclassified,11,5,11,0,3,0
369.9800462,unclassified,11,5,12,0,3,0
374.9395008,unclassified,11,5,13,0,0,1
210.0309,condHC-like,11,5,2,0,3,0
226.0258146,condHC-like,11,5,3,0,3,0
214.0145812,condHC-like,11,5,4,0,1,0
245.9866524,condHC-like,11,5,4,1,1,0
242.0207292,condHC-like,11,5,4,0,3,0
230.0094958,condHC-like,11,5,5,0,1,0
261.981567,condHC-like,11,5,5,1,1,0
258.0156438,condHC-like,11,5,5,0,3,0
289.987715,condHC-like,11,5,5,1,3,0
246.0044104,condHC-like,11,5,6,0,1,0
277.9764816,condHC-like,11,5,6,1,1,0
274.0105584,condHC-like,11,5,6,0,3,0
305.9826296,condHC-like,11,5,6,1,3,0
261.9993251,condHC-like,11,5,7,0,1,0
293.9713962,condHC-like,11,5,7,1,1,0
290.0054731,condHC-like,11,5,7,0,3,0
321.9775442,condHC-like,11,5,7,1,3,0
277.9942397,condHC-like,11,5,8,0,1,0
309.9663108,condHC-like,11,5,8,1,1,0
341.938382,condHC-like,11,5,8,2,1,0
306.0003877,condHC-like,11,5,8,0,3,0
293.9891543,condHC-like,11,5,9,0,1,0
325.9612255,condHC-like,11,5,9,1,1,0
321.9953023,condHC-like,11,5,9,0,3,0
310.9598423,condHC-like,11,5,9,0,0,1
244.9848787,condHC-like,11,6,1,2,2,0
296.9888199,condHC-like,11,6,10,0,0,0
324.9949679,condHC-like,11,6,10,0,2,0
328.9608911,condHC-like,11,6,10,1,0,0
312.9837346,unclassified,11,6,11,0,0,0
340.9898826,unclassified,11,6,11,0,2,0
344.9558057,unclassified,11,6,11,1,0,0
388.9568684,unclassified,11,6,12,1,2,0
344.9735638,unclassified,11,6,13,0,0,0
213.0305656,condHC-like,11,6,3,0,2,0
245.0026368,condHC-like,11,6,3,1,2,0
201.0193322,condHC-like,11,6,4,0,0,0
229.0254802,condHC-like,11,6,4,0,2,0
260.9975514,condHC-like,11,6,4,1,2,0
217.0142468,condHC-like,11,6,5,0,0,0
245.0203948,condHC-like,11,6,5,0,2,0
276.992466,condHC-like,11,6,5,1,2,0
248.986318,condHC-like,11,6,5,1,0,0
233.0091615,condHC-like,11,6,6,0,0,0
261.0153095,condHC-like,11,6,6,0,2,0
292.9873806,condHC-like,11,6,6,1,2,0
264.9812326,condHC-like,11,6,6,1,0,0
296.9533038,condHC-like,11,6,6,2,0,0
249.0040761,condHC-like,11,6,7,0,0,0
277.0102241,condHC-like,11,6,7,0,2,0
308.9822953,condHC-like,11,6,7,1,2,0
340.9543664,condHC-like,11,6,7,2,2,0
280.9761473,condHC-like,11,6,7,1,0,0
264.9989907,condHC-like,11,6,8,0,0,0
293.0051387,condHC-like,11,6,8,0,2,0
324.9772099,condHC-like,11,6,8,1,2,0
356.9492811,condHC-like,11,6,8,2,2,0
296.9710619,condHC-like,11,6,8,1,0,0
280.9939053,condHC-like,11,6,9,0,0,0
309.0000533,condHC-like,11,6,9,0,2,0
340.9721245,condHC-like,11,6,9,1,2,0
353.9768893,condHC-like,11,6,9,0,3,1
312.9659765,condHC-like,11,6,9,1,0,0
213.0223234,condHC-like,11,7,1,0,2,1
248.9603177,condHC-like,11,7,1,2,0,1
311.999719,condHC-like,11,7,10,0,1,0
343.9717901,condHC-like,11,7,10,1,1,0
340.005867,condHC-like,11,7,10,0,3,0
328.970407,condHC-like,11,7,10,0,0,1
327.9946336,unclassified,11,7,11,0,1,0
359.9667048,unclassified,11,7,11,1,1,0
356.0007816,unclassified,11,7,11,0,3,0
212.04655,condHC-like,11,7,2,0,3,0
200.0353166,condHC-like,11,7,3,0,1,0
228.0414646,condHC-like,11,7,3,0,3,0
216.0302313,condHC-like,11,7,4,0,1,0
248.0023024,condHC-like,11,7,4,1,1,0
244.0363793,condHC-like,11,7,4,0,3,0
232.0251459,condHC-like,11,7,5,0,1,0
263.997217,condHC-like,11,7,5,1,1,0
260.0312939,condHC-like,11,7,5,0,3,0
292.0033651,condHC-like,11,7,5,1,3,0
248.0200605,condHC-like,11,7,6,0,1,0
279.9921317,condHC-like,11,7,6,1,1,0
276.0262085,condHC-like,11,7,6,0,3,0
307.9982797,condHC-like,11,7,6,1,3,0
264.0149751,condHC-like,11,7,7,0,1,0
295.9870463,condHC-like,11,7,7,1,1,0
327.9591175,condHC-like,11,7,7,2,1,0
308.9918111,condHC-like,11,7,7,0,2,1
292.0211231,condHC-like,11,7,7,0,3,0
323.9931943,condHC-like,11,7,7,1,3,0
280.0098897,condHC-like,11,7,8,0,1,0
311.9819609,condHC-like,11,7,8,1,1,0
343.9540321,condHC-like,11,7,8,2,1,0
308.0160377,condHC-like,11,7,8,0,3,0
339.9881089,condHC-like,11,7,8,1,3,0
296.9805777,condHC-like,11,7,8,0,0,1
296.0048044,condHC-like,11,7,9,0,1,0
327.9768755,condHC-like,11,7,9,1,1,0
324.0109524,condHC-like,11,7,9,0,3,0
299.00447,condHC-like,11,8,10,0,0,0
327.010618,condHC-like,11,8,10,0,2,0
358.9826892,condHC-like,11,8,10,1,2,0
330.9765412,condHC-like,11,8,10,1,0,0
314.9993846,unclassified,11,8,11,0,0,0
343.0055326,unclassified,11,8,11,0,2,0
346.9714558,unclassified,11,8,11,1,0,0
330.9942992,unclassified,11,8,12,0,0,0
215.0462157,condHC-like,11,8,3,0,2,0
203.0349823,condHC-like,11,8,4,0,0,0
231.0411303,condHC-like,11,8,4,0,2,0
263.0132015,condHC-like,11,8,4,1,2,0
235.0070535,condHC-like,11,8,4,1,0,0
219.0298969,condHC-like,11,8,5,0,0,0
247.0360449,condHC-like,11,8,5,0,2,0
279.0081161,condHC-like,11,8,5,1,2,0
251.0019681,condHC-like,11,8,5,1,0,0
263.0309595,condHC-like,11,8,6,0,2,0
295.0030307,condHC-like,11,8,6,1,2,0
266.9968827,condHC-like,11,8,6,1,0,0
251.0197261,condHC-like,11,8,7,0,0,0
279.0258742,condHC-like,11,8,7,0,2,0
310.9979453,condHC-like,11,8,7,1,2,0
342.9700165,condHC-like,11,8,7,2,2,0
282.9917973,condHC-like,11,8,7,1,0,0
267.0146408,condHC-like,11,8,8,0,0,0
295.0207888,condHC-like,11,8,8,0,2,0
326.9928599,condHC-like,11,8,8,1,2,0
298.9867119,condHC-like,11,8,8,1,0,0
283.0095554,condHC-like,11,8,9,0,0,0
311.0157034,condHC-like,11,8,9,0,2,0
342.9877746,condHC-like,11,8,9,1,2,0
374.9598457,condHC-like,11,8,9,2,2,0
314.9816266,condHC-like,11,8,9,1,0,0
314.015369,tannin-like,11,9,10,0,1,0
345.9874402,tannin-like,11,9,10,1,1,0
342.021517,tannin-like,11,9,10,0,3,0
330.986057,tannin-like,11,9,10,0,0,1
330.0102837,tannin-like,11,9,11,0,1,0
358.0164317,tannin-like,11,9,11,0,3,0
346.9809717,tannin-like,11,9,11,0,0,1
346.0051983,tannin-like,11,9,12,0,1,0
374.0113463,tannin-like,11,9,12,0,3,0
394.9479574,tannin-like,11,9,12,1,0,1
263.0049593,lignin-like,11,9,2,1,2,1
202.0509667,lignin-like,11,9,3,0,1,0
234.0230379,lignin-like,11,9,3,1,1,0
230.0571147,lignin-like,11,9,3,0,3,0
218.0458813,lignin-like,11,9,4,0,1,0
250.0179525,lignin-like,11,9,4,1,1,0
246.0520293,lignin-like,11,9,4,0,3,0
278.0241005,lignin-like,11,9,4,1,3,0
234.0407959,lignin-like,11,9,5,0,1,0
266.0128671,lignin-like,11,9,5,1,1,0
262.0469439,lignin-like,11,9,5,0,3,0
294.0190151,lignin-like,11,9,5,1,3,0
250.0357106,lignin-like,11,9,6,0,1,0
282.0077817,lignin-like,11,9,6,1,1,0
313.9798529,lignin-like,11,9,6,2,1,0
278.0418586,lignin-like,11,9,6,0,3,0
310.0139297,lignin-like,11,9,6,1,3,0
298.9784697,lignin-like,11,9,6,1,0,1
266.0306252,lignin-like,11,9,7,0,1,0
298.0026964,lignin-like,11,9,7,1,1,0
329.9747675,lignin-like,11,9,7,2,1,0
294.0367732,lignin-like,11,9,7,0,3,0
326.0088444,lignin-like,11,9,7,1,3,0
283.0013132,lignin-like,11,9,7,0,0,1
282.0255398,tannin-like,11,9,8,0,1,0
313.997611,tannin-like,11,9,8,1,1,0
345.9696821,tannin-like,11,9,8,2,1,0
310.0316878,tannin-like,11,9,8,0,3,0
342.003759,tannin-like,11,9,8,1,3,0
298.9962278,tannin-like,11,9,8,0,0,1
298.0204544,tannin-like,11,9,9,0,1,0
329.9925256,tannin-like,11,9,9,1,1,0
326.0266024,tannin-like,11,9,9,0,3,0
357.9986736,tannin-like,11,9,9,1,3,0
378.9352848,tannin-like,11,9,9,2,0,1
313.0201201,tannin-like,12,10,10,0,0,0
341.0262681,tannin-like,12,10,10,0,2,0
372.9983392,tannin-like,12,10,10,1,2,0
386.0031041,tannin-like,12,10,10,0,3,1
344.9921912,tannin-like,12,10,10,1,0,0
376.9642624,tannin-like,12,10,10,2,0,0
329.0150347,tannin-like,12,10,11,0,0,0
357.0211827,tannin-like,12,10,11,0,2,0
388.9932539,tannin-like,12,10,11,1,2,0
360.9871059,tannin-like,12,10,11,1,0,0
345.0099493,tannin-like,12,10,12,0,0,0
373.0160973,tannin-like,12,10,12,0,2,0
361.0048639,tannin-like,12,10,13,0,0,0
449.9827626,unclassified,12,10,14,0,3,1
213.0669511,lignin-like,12,10,2,0,2,0
201.0557177,lignin-like,12,10,3,0,0,0
229.0618657,lignin-like,12,10,3,0,2,0
217.0506323,lignin-like,12,10,4,0,0,0
245.0567804,lignin-like,12,10,4,0,2,0
277.0288515,lignin-like,12,10,4,1,2,0
249.0227035,lignin-like,12,10,4,1,0,0
261.051695,lignin-like,12,10,5,0,2,0
293.0237662,lignin-like,12,10,5,1,2,0
306.028531,lignin-like,12,10,5,0,3,1
265.0176181,lignin-like,12,10,5,1,0,0
277.0466096,lignin-like,12,10,6,0,2,0
309.0186808,lignin-like,12,10,6,1,2,0
281.0125328,lignin-like,12,10,6,1,0,0
293.0415242,lignin-like,12,10,7,0,2,0
325.0135954,lignin-like,12,10,7,1,2,0
297.0074474,lignin-like,12,10,7,1,0,0
309.0364388,tannin-like,12,10,8,0,2,0
341.00851,tannin-like,12,10,8,1,2,0
313.002362,tannin-like,12,10,8,1,0,0
344.9744332,tannin-like,12,10,8,2,0,0
297.0252054,tannin-like,12,10,9,0,0,0
325.0313535,tannin-like,12,10,9,0,2,0
357.0034246,tannin-like,12,10,9,1,2,0
328.9972766,tannin-like,12,10,9,1,0,0
328.0310191,tannin-like,12,11,10,0,1,0
360.0030903,tannin-like,12,11,10,1,1,0
356.0371671,tannin-like,12,11,10,0,3,0
345.0017071,tannin-like,12,11,10,0,0,1
344.0259337,tannin-like,12,11,11,0,1,0
375.9980049,tannin-like,12,11,11,1,1,0
372.0320817,tannin-like,12,11,11,0,3,0
360.9966217,tannin-like,12,11,11,0,0,1
360.0208483,tannin-like,12,11,12,0,1,0
376.9915363,tannin-like,12,11,12,0,0,1
408.9636075,tannin-like,12,11,12,1,0,1
407.9878341,tannin-like,12,11,13,1,1,0
404.021911,tannin-like,12,11,13,0,3,0
392.986451,tannin-like,12,11,13,0,0,1
408.9813656,unclassified,12,11,14,0,0,1
200.0717021,lignin-like,12,11,2,0,1,0
216.0666168,lignin-like,12,11,3,0,1,0
244.0727648,lignin-like,12,11,3,0,3,0
232.0615314,lignin-like,12,11,4,0,1,0
264.0336026,lignin-like,12,11,4,1,1,0
260.0676794,lignin-like,12,11,4,0,3,0
249.0322194,lignin-like,12,11,4,0,0,1
248.056446,lignin-like,12,11,5,0,1,0
280.0285172,lignin-like,12,11,5,1,1,0
276.062594,lignin-like,12,11,5,0,3,0
308.0346652,lignin-like,12,11,5,1,3,0
264.0513606,lignin-like,12,11,6,0,1,0
296.0234318,lignin-like,12,11,6,1,1,0
327.995503,lignin-like,12,11,6,2,1,0
292.0575086,lignin-like,12,11,6,0,3,0
324.0295798,lignin-like,12,11,6,1,3,0
312.9941198,lignin-like,12,11,6,1,0,1
280.0462752,lignin-like,12,11,7,0,1,0
312.0183464,lignin-like,12,11,7,1,1,0
308.0524233,lignin-like,12,11,7,0,3,0
340.0244944,lignin-like,12,11,7,1,3,0
296.0411899,tannin-like,12,11,8,0,1,0
328.013261,tannin-like,12,11,8,1,1,0
324.0473379,tannin-like,12,11,8,0,3,0
356.019409,tannin-like,12,11,8,1,3,0
313.0118779,tannin-like,12,11,8,0,0,1
312.0361045,tannin-like,12,11,9,0,1,0
344.0081757,tannin-like,12,11,9,1,1,0
340.0422525,tannin-like,12,11,9,0,3,0
372.0143237,tannin-like,12,11,9,1,3,0
329.0067925,tannin-like,12,11,9,0,0,1
315.0357701,tannin-like,12,12,10,0,0,0
343.0419181,tannin-like,12,12,10,0,2,0
347.0078413,tannin-like,12,12,10,1,0,0
378.9799125,tannin-like,12,12,10,2,0,0
331.0306847,tannin-like,12,12,11,0,0,0
359.0368328,tannin-like,12,12,11,0,2,0
363.0027559,tannin-like,12,12,11,1,0,0
347.0255994,tannin-like,12,12,12,0,0,0
375.0317474,tannin-like,12,12,12,0,2,0
378.9976705,tannin-like,12,12,12,1,0,0
363.020514,tannin-like,12,12,13,0,0,0
215.0826012,lignin-like,12,12,2,0,2,0
203.0713678,lignin-like,12,12,3,0,0,0
231.0775158,lignin-like,12,12,3,0,2,0
235.043439,lignin-like,12,12,3,1,0,0
247.0724304,lignin-like,12,12,4,0,2,0
279.0445016,lignin-like,12,12,4,1,2,0
251.0383536,lignin-like,12,12,4,1,0,0
283.0104248,lignin-like,12,12,4,2,0,0
263.067345,lignin-like,12,12,5,0,2,0
295.0394162,lignin-like,12,12,5,1,2,0
267.0332682,lignin-like,12,12,5,1,0,0
279.0622597,lignin-like,12,12,6,0,2,0
311.0343308,lignin-like,12,12,6,1,2,0
283.0281828,lignin-like,12,12,6,1,0,0
295.0571743,lignin-like,12,12,7,0,2,0
327.0292455,lignin-like,12,12,7,1,2,0
299.0230974,lignin-like,12,12,7,1,0,0
311.0520889,tannin-like,12,12,8,0,2,0
343.0241601,tannin-like,12,12,8,1,2,0
315.0180121,tannin-like,12,12,8,1,0,0
346.9900832,tannin-like,12,12,8,2,0,0
299.0408555,tannin-like,12,12,9,0,0,0
327.0470035,tannin-like,12,12,9,0,2,0
359.0190747,tannin-like,12,12,9,1,2,0
331.0129267,tannin-like,12,12,9,1,0,0
362.9849979,tannin-like,12,12,9,2,0,0
295.0134159,unsatHC-like,12,13,1,2,2,1
330.0466692,tannin-like,12,13,10,0,1,0
362.0187403,tannin-like,12,13,10,1,1,0
393.9908115,tannin-like,12,13,10,2,1,0
438.9676475,tannin-like,12,13,10,2,2,1
358.0528172,tannin-like,12,13,10,0,3,0
347.0173572,tannin-like,12,13,10,0,0,1
346.0415838,tannin-like,12,13,11,0,1,0
454.9625621,tannin-like,12,13,11,2,2,1
363.0122718,tannin-like,12,13,11,0,0,1
362.0364984,tannin-like,12,13,12,0,1,0
379.0071864,tannin-like,12,13,12,0,0,1
410.0034842,tannin-like,12,13,13,1,1,0
395.002101,tannin-like,12,13,13,0,0,1
470.9752348,unclassified,12,13,14,1,2,1
410.9970156,unclassified,12,13,14,0,0,1
218.0822668,lignin-like,12,13,3,0,1,0
246.0884148,lignin-like,12,13,3,0,3,0
234.0771814,lignin-like,12,13,4,0,1,0
266.0492526,lignin-like,12,13,4,1,1,0
262.0833295,lignin-like,12,13,4,0,3,0
250.0720961,lignin-like,12,13,5,0,1,0
282.0441672,lignin-like,12,13,5,1,1,0
358.9930744,lignin-like,12,13,5,2,2,1
278.0782441,lignin-like,12,13,5,0,3,0
266.0670107,lignin-like,12,13,6,0,1,0
298.0390819,lignin-like,12,13,6,1,1,0
294.0731587,lignin-like,12,13,6,0,3,0
326.0452299,lignin-like,12,13,6,1,3,0
282.0619253,lignin-like,12,13,7,0,1,0
314.0339965,lignin-like,12,13,7,1,1,0
327.0387613,lignin-like,12,13,7,0,2,1
390.9829037,lignin-like,12,13,7,2,2,1
310.0680733,lignin-like,12,13,7,0,3,0
342.0401445,lignin-like,12,13,7,1,3,0
299.0326133,lignin-like,12,13,7,0,0,1
298.0568399,tannin-like,12,13,8,0,1,0
330.0289111,tannin-like,12,13,8,1,1,0
343.0336759,tannin-like,12,13,8,0,2,1
326.0629879,tannin-like,12,13,8,0,3,0
358.0350591,tannin-like,12,13,8,1,3,0
314.0517545,tannin-like,12,13,9,0,1,0
346.0238257,tannin-like,12,13,9,1,1,0
377.9958969,tannin-like,12,13,9,2,1,0
359.0285906,tannin-like,12,13,9,0,2,1
342.0579026,tannin-like,12,13,9,0,3,0
331.0224425,tannin-like,12,13,9,0,0,1
317.0514202,tannin-like,12,14,10,0,0,0
345.0575682,tannin-like,12,14,10,0,2,0
409.0017106,tannin-like,12,14,10,2,2,0
349.0234914,tannin-like,12,14,10,1,0,0
333.0463348,tannin-like,12,14,11,0,0,0
361.0524828,tannin-like,12,14,11,0,2,0
424.9966252,tannin-like,12,14,11,2,2,0
365.018406,tannin-like,12,14,11,1,0,0
349.0412494,tannin-like,12,14,12,0,0,0
365.0361641,tannin-like,12,14,13,0,0,0
410.0130001,tannin-like,12,14,13,0,1,1
426.0079147,unclassified,12,14,14,0,1,1
233.0931659,lignin-like,12,14,3,0,2,0
265.065237,lignin-like,12,14,3,1,2,0
237.059089,lignin-like,12,14,3,1,0,0
249.0880805,lignin-like,12,14,4,0,2,0
326.0369877,lignin-like,12,14,4,1,3,1
253.0540037,lignin-like,12,14,4,1,0,0
265.0829951,lignin-like,12,14,5,0,2,0
297.0550663,lignin-like,12,14,5,1,2,0
298.0485977,lignin-like,12,14,6,0,1,1
281.0779097,lignin-like,12,14,6,0,2,0
313.0499809,lignin-like,12,14,6,1,2,0
389.9988881,lignin-like,12,14,6,2,3,1
285.0438329,lignin-like,12,14,6,1,0,0
314.0435123,lignin-like,12,14,7,0,1,1
297.0728243,lignin-like,12,14,7,0,2,0
329.0448955,lignin-like,12,14,7,1,2,0
405.9938027,lignin-like,12,14,7,2,3,1
301.0387475,lignin-like,12,14,7,1,0,0
330.038427,tannin-like,12,14,8,0,1,1
313.067739,tannin-like,12,14,8,0,2,0
345.0398101,tannin-like,12,14,8,1,2,0
317.0336621,tannin-like,12,14,8,1,0,0
301.0565056,tannin-like,12,14,9,0,0,0
346.0333416,tannin-like,12,14,9,0,1,1
329.0626536,tannin-like,12,14,9,0,2,0
333.0285767,tannin-like,12,14,9,1,0,0
332.0623192,tannin-like,12,15,10,0,1,0
349.0330072,tannin-like,12,15,10,0,0,1
381.0050784,tannin-like,12,15,10,1,0,1
348.0572339,tannin-like,12,15,11,0,1,0
365.0279218,tannin-like,12,15,11,0,0,1
428.9720642,tannin-like,12,15,11,2,0,1
364.0521485,tannin-like,12,15,12,0,1,0
472.9731268,tannin-like,12,15,12,2,2,1
381.0228365,tannin-like,12,15,12,0,0,1
380.0470631,tannin-like,12,15,13,0,1,0
397.0177511,tannin-like,12,15,13,0,0,1
413.0126657,unclassified,12,15,14,0,0,1
220.0979169,lignin-like,12,15,3,0,1,0
329.0188952,lignin-like,12,15,3,2,2,1
280.0761361,lignin-like,12,15,3,1,3,0
236.0928315,lignin-like,12,15,4,0,1,0
268.0649027,lignin-like,12,15,4,1,1,0
345.0138099,lignin-like,12,15,4,2,2,1
264.0989795,lignin-like,12,15,4,0,3,0
252.0877461,lignin-like,12,15,5,0,1,0
284.0598173,lignin-like,12,15,5,1,1,0
361.0087245,lignin-like,12,15,5,2,2,1
280.0938941,lignin-like,12,15,5,0,3,0
268.0826608,lignin-like,12,15,6,0,1,0
300.0547319,lignin-like,12,15,6,1,1,0
313.0594968,lignin-like,12,15,6,0,2,1
377.0036391,lignin-like,12,15,6,2,2,1
296.0888088,lignin-like,12,15,6,0,3,0
328.0608799,lignin-like,12,15,6,1,3,0
284.0775754,lignin-like,12,15,7,0,1,0
316.0496465,lignin-like,12,15,7,1,1,0
329.0544114,lignin-like,12,15,7,0,2,1
312.0837234,lignin-like,12,15,7,0,3,0
344.0557946,lignin-like,12,15,7,1,3,0
300.07249,tannin-like,12,15,8,0,1,0
332.0445612,tannin-like,12,15,8,1,1,0
345.049326,tannin-like,12,15,8,0,2,1
408.9934683,tannin-like,12,15,8,2,2,1
328.078638,tannin-like,12,15,8,0,3,0
316.0674046,tannin-like,12,15,9,0,1,0
348.0394758,tannin-like,12,15,9,1,1,0
380.011547,tannin-like,12,15,9,2,1,0
361.0442406,tannin-like,12,15,9,0,2,1
344.0735526,tannin-like,12,15,9,0,3,0
333.0380926,tannin-like,12,15,9,0,0,1
365.0101638,tannin-like,12,15,9,1,0,1
347.0732183,tannin-like,12,16,10,0,2,0
411.0173606,tannin-like,12,16,10,2,2,0
424.0221254,tannin-like,12,16,10,1,3,1
351.0391414,tannin-like,12,16,10,1,0,0
335.0619849,tannin-like,12,16,11,0,0,0
363.0681329,tannin-like,12,16,11,0,2,0
427.0122752,tannin-like,12,16,11,2,2,0
351.0568995,tannin-like,12,16,12,0,0,0
443.0071899,tannin-like,12,16,12,2,2,0
367.0518141,tannin-like,12,16,13,0,0,0
412.0286501,tannin-like,12,16,13,0,1,1
399.0238853,tannin-like,12,16,13,1,0,0
430.9959565,tannin-like,12,16,13,2,0,0
383.0467287,unclassified,12,16,14,0,0,0
428.0235647,unclassified,12,16,14,0,1,1
235.1088159,lignin-like,12,16,3,0,2,0
267.0808871,lignin-like,12,16,3,1,2,0
251.1037306,lignin-like,12,16,4,0,2,0
283.0758017,lignin-like,12,16,4,1,2,0
360.0247089,lignin-like,12,16,4,2,3,1
267.0986452,lignin-like,12,16,5,0,2,0
376.0196235,lignin-like,12,16,5,2,3,1
283.0935598,lignin-like,12,16,6,0,2,0
315.065631,lignin-like,12,16,6,1,2,0
392.0145381,lignin-like,12,16,6,2,3,1
287.059483,lignin-like,12,16,6,1,0,0
316.0591624,lignin-like,12,16,7,0,1,1
299.0884744,lignin-like,12,16,7,0,2,0
331.0605456,lignin-like,12,16,7,1,2,0
303.0543976,lignin-like,12,16,7,1,0,0
332.054077,tannin-like,12,16,8,0,1,1
315.083389,tannin-like,12,16,8,0,2,0
319.0493122,tannin-like,12,16,8,1,0,0
348.0489916,tannin-like,12,16,9,0,1,1
380.0210628,tannin-like,12,16,9,1,1,1
331.0783036,tannin-like,12,16,9,0,2,0
395.022446,tannin-like,12,16,9,2,2,0
335.0442268,tannin-like,12,16,9,1,0,0
366.0500405,tannin-like,12,17,10,1,1,0
411.0268765,tannin-like,12,17,10,1,2,1
351.0486573,tannin-like,12,17,10,0,0,1
383.0207285,tannin-like,12,17,10,1,0,1
350.0728839,tannin-like,12,17,11,0,1,0
427.0217911,tannin-like,12,17,11,1,2,1
367.0435719,tannin-like,12,17,11,0,0,1
430.9877143,tannin-like,12,17,11,2,0,1
366.0677985,tannin-like,12,17,12,0,1,0
443.0167057,tannin-like,12,17,12,1,2,1
383.0384865,tannin-like,12,17,12,0,0,1
382.0627132,tannin-like,12,17,13,0,1,0
459.0116203,tannin-like,12,17,13,1,2,1
399.0334011,tannin-like,12,17,13,0,0,1
475.006535,unclassified,12,17,14,1,2,1
415.0283158,unclassified,12,17,14,0,0,1
206.1186523,lignin-like,12,17,2,0,1,0
222.113567,lignin-like,12,17,3,0,1,0
254.0856381,lignin-like,12,17,3,1,1,0
331.0345453,lignin-like,12,17,3,2,2,1
238.1084816,lignin-like,12,17,4,0,1,0
270.0805528,lignin-like,12,17,4,1,1,0
347.0294599,lignin-like,12,17,4,2,2,1
266.1146296,lignin-like,12,17,4,0,3,0
286.0754674,lignin-like,12,17,5,1,1,0
331.0523034,lignin-like,12,17,5,1,2,1
363.0243745,lignin-like,12,17,5,2,2,1
282.1095442,lignin-like,12,17,5,0,3,0
270.0983108,lignin-like,12,17,6,0,1,0
302.070382,lignin-like,12,17,6,1,1,0
315.0751468,lignin-like,12,17,6,0,2,1
379.0192892,lignin-like,12,17,6,2,2,1
298.1044588,lignin-like,12,17,6,0,3,0
318.0652966,lignin-like,12,17,7,1,1,0
331.0700614,lignin-like,12,17,7,0,2,1
395.0142038,lignin-like,12,17,7,2,2,1
314.0993734,lignin-like,12,17,7,0,3,0
302.0881401,tannin-like,12,17,8,0,1,0
